1000;
1000;
1000;
563,824
523,4
934,453
42,410
534,133
426,849
509,357
970,849
411,269
500,841
689,331
564,887
45,557
985,788
516,545
35,367
515,293
131,496
480,539
411,418
869,37
464,689
755,183
429,398
442,538
772,200
478,10
426,686
444,649
471,123
116,941
395,412
533,206
59,18
886,61
218,769
177,631
843,625
992,372
953,687
123,867
162,151
706,939
321,18
503,137
138,396
972,967
107,741
509,246
404,92
761,226
110,5
330,53
668,217
180,996
520,426
650,716
404,1
167,744
481,257
604,753
120,223
299,236
686,458
67,568
635,973
146,522
75,680
148,222
669,739
302,854
704,261
349,444
104,884
737,733
751,610
362,773
415,594
555,950
924,561
718,825
862,813
718,957
396,496
573,760
89,501
811,122
228,966
251,690
711,427
378,402
80,936
571,394
519,630
888,507
874,148
884,756
899,722
655,290
476,447
671,336
976,481
350,81
685,851
373,575
509,554
714,578
273,854
332,759
365,61
252,866
755,884
569,401
393,762
374,254
340,797
25,519
221,303
368,911
357,651
567,575
773,920
476,500
55,261
447,387
428,199
880,206
587,73
807,312
594,491
626,425
90,507
509,151
677,63
336,32
857,843
856,938
275,266
457,236
42,172
130,534
240,300
408,687
754,960
762,313
202,745
336,445
679,847
857,320
919,298
514,603
349,948
222,941
523,508
738,620
327,668
572,45
496,182
2,708
989,295
944,237
105,302
186,640
74,517
855,549
40,431
412,769
381,582
138,17
124,26
961,4
732,131
175,879
514,564
276,420
607,131
108,864
590,836
53,992
328,971
856,792
177,498
558,911
243,537
341,483
802,187
998,299
895,2
462,717
713,392
670,709
358,272
992,234
616,779
267,93
497,256
178,472
525,132
790,414
591,384
845,596
909,471
130,492
781,109
752,255
628,410
191,152
520,450
951,811
327,226
769,552
41,621
499,522
170,899
752,208
965,489
318,511
625,114
863,391
709,657
71,470
942,900
280,920
518,91
620,648
877,749
504,458
270,426
303,820
793,615
109,950
327,623
59,770
481,558
744,468
528,805
929,322
220,16
961,215
947,767
523,881
975,556
685,910
699,625
550,23
192,855
650,33
123,46
516,911
57,989
599,956
830,496
275,420
62,842
173,892
927,741
185,881
20,400
379,622
599,169
551,734
86,639
239,246
664,406
422,4
354,356
167,882
134,863
965,780
455,21
275,689
126,553
164,188
599,751
910,374
860,113
710,669
197,68
490,998
848,467
846,616
682,580
707,451
357,366
24,405
304,227
671,143
737,444
768,725
724,959
454,581
48,891
339,954
175,579
578,874
252,176
335,307
908,675
925,677
191,686
749,641
591,604
125,403
287,477
788,381
148,48
962,197
146,35
343,708
685,885
42,940
560,437
324,315
51,330
973,748
562,780
661,201
399,409
770,163
511,547
133,199
830,512
962,513
863,581
665,877
816,62
397,317
225,466
277,590
65,433
753,935
577,195
813,805
468,174
627,407
730,422
434,313
371,325
50,473
576,70
241,17
288,526
419,215
511,45
714,600
60,233
98,925
387,795
515,815
153,135
769,502
647,802
763,514
879,916
513,910
964,604
828,241
347,553
237,785
824,873
920,107
382,137
792,118
540,253
739,491
35,681
587,660
133,878
42,1000
487,760
780,826
528,685
493,962
216,724
970,171
116,551
392,516
770,21
703,595
302,308
234,310
802,347
947,164
299,96
851,548
19,666
926,677
113,720
187,936
32,740
164,639
819,323
883,766
755,326
92,676
438,477
129,539
111,454
135,979
647,91
349,140
427,119
235,692
502,200
29,708
400,271
356,667
144,16
396,973
572,255
5,176
908,975
150,829
144,33
1000,914
522,169
229,672
882,121
275,95
901,844
348,947
597,106
241,76
462,861
681,652
826,65
790,966
304,772
808,353
939,601
672,939
99,409
972,453
13,459
297,357
179,934
741,826
125,99
408,446
801,655
82,409
313,340
735,394
723,402
650,382
536,251
1,802
754,528
444,95
840,277
917,51
474,481
889,35
753,269
815,126
446,742
308,441
503,849
373,124
608,647
54,715
335,522
64,872
635,80
127,982
525,93
801,916
410,671
790,717
48,619
670,640
123,137
76,395
361,909
91,771
692,757
108,843
181,679
783,815
886,292
905,950
447,740
993,437
637,635
525,384
447,627
364,466
749,426
517,12
695,883
76,531
850,886
821,904
987,639
898,248
446,172
409,507
222,781
233,845
744,629
362,265
575,693
124,767
198,738
930,590
840,764
636,749
136,671
377,651
829,936
463,645
778,733
954,202
492,918
156,479
892,227
367,791
851,705
100,876
297,564
404,515
78,467
661,965
692,352
137,194
465,376
797,45
652,490
401,684
562,699
816,940
132,332
72,164
294,363
430,572
793,727
333,8
670,229
915,47
640,747
588,672
488,71
453,949
450,741
522,714
739,670
589,759
74,699
893,309
951,470
264,178
437,618
175,191
825,170
697,164
826,667
253,449
931,957
766,796
330,38
766,868
631,676
69,96
746,406
725,748
887,101
671,707
282,292
283,44
96,209
180,639
697,545
699,549
141,984
